tag,prev_tag_sheet,sp_code,height1,height2,height_method,dbh1,dbh2,dbh_hom,dbh_method,cii,canopy_pos,survival_status,deathdam_status,deathdam_mode,living_length,pct_crown,pct_leaves,degrees_leaning,leaf_damage,wounded_trunk,comment,row_date,unclear_field,unclear_flags
4708,NA,ABLA,2.7,-,T,3.5,3.4,0,C,2,S,OK,S,,-,100,100,-,N,-,,2026-08-10,,
4709,NA,ABLA,2.1,-,T,2.5,2.4,0,C,2,S,A,L,BW,-,100,90,20,Y,-,,2026-08-10,,
4710,NA,PIEN,20.0,20.3,H,33.1,-,0,T,3,I,A,S,10% red,13.7,30,60,-,Y,3,lg wound at DBH,2026-08-10,,
4711,NA,PIEN,14.8,14.9,H,22.0,-,0,T,4,I,A,S,,-,90,100,-,N,-,,2026-08-10,,
4712,NA,ABLA,2.1,-,T,2.5,2.7,0,C,2,S,A,S,BW,-,90,90,-,Y,-,,2026-08-10,,
4713,NA,ABLA,2.7,-,T,3.5,3.6,0,C,2,S,A,S,BW,-,100,80,-,Y,1,leader split below tag; above DBH,2026-08-10,,
4714,NA,ABLA,15.7,15.8,H,22.7,-,0,T,3,I,A,S,,-,100,90,-,N,-,,2026-08-10,,
4715,NA,ABLA,2.6,-,T,2.9,2.9,0,C,2,S,A,S,BW 10% red,-,100,90,-,Y,-,curvy,2026-08-10,,
4716,NA,ABLA,2.1,-,T,3.0,3.0,0,C,1,S,A,S,,-,100,80,-,N,-,double checked dbh,2026-08-10,,
4717,NA,ABLA,2.0,-,T,2.1,2.1,0,C,1,S,A,S,BW,-,100,90,-,Y,1,,2026-08-10,,
4718,NA,ABLA,1.6,-,T,2.0,2.0,0,C,1,S,A,L,,-,90,100,20,N,-,,2026-08-10,,
4719,NA,PIEN,24.7,24.9,H,36.0,-,0,T,5,D,OK,S,sappy,-,100,100,-,N,-,triple checked height,2026-08-10,,
4720,NA,ABLA,2.3,-,T,2.2,2.3,0,C,1,S,A,S,BW,-,100,90,-,Y,-,,2026-08-10,,
4721,NA,ABLA,2.7,-,T,2.3,2.2,0,C,1,S,A,S,BW,-,100,80,-,Y,-,,2026-08-10,,
4722,NA,ABLA,2.5,-,T,3.1,3.0,0,C,2,S,A,S,BW,-,100,90,-,Y,1,shares base with 4723,2026-08-10,,
4723,NA,ABLA,2.3,-,T,2.9,2.5,0,C,2,S,A,S,BW,-,100,90,-,Y,-,shares base with 4722,2026-08-10,,
4724,NA,PIEN,18.6,,,NA,,,,,,Dead,S,,,,,,,,,2026-08-10,,shares base with 4725
4725,NA,PIEN,16.2,,,NA,,,,,,Dead,L,,,,,,10,,,2026-08-10,,shares base with 4724
4726,NA,ABLA,8.9,9.1,H,19.3,-,0,T,1,I,A,S,sappy 5% red,-,100,90,-,Y,-,shares base with 4727,2026-08-10,,
4727,NA,ABLA,6.7,6.5,H,7.0,-,0,T,1,S,A,S,sappy,-,100,100,-,N,-,shares base with 4726,2026-08-10,,
4728,NA,PIEN,15.5,,,40.9,,0,,,,Live,,,,,,,,,,2026-08-10,row,"row mostly blank on sheet aside from height1/DBH-1/HOM - confirm whether more data exists elsewhere"
4729,NA,PIEN,17.6,,,27.7,,0,,,,Live,,,,,,,,,,2026-08-10,row,"row mostly blank on sheet aside from height1/DBH-1/HOM - confirm whether more data exists elsewhere"
4730,NA,PIEN,16.2,15.9,H,28.3,-,0,T,4,I,A,S,sappy,-,70,70,0,N,-,,2026-08-10,,
4731,NA,ABLA,13.4,,,NA,,,,,,Dead,S,,,,,,,,,2026-08-10,,
4732,NA,ABLA,16.4,,,NA,,,,,,Dead,S,,,,,,,,,2026-08-10,,
4733,NA,ABLA,8.4,8.0,H,9.4,-,0,T,2,S,A,S,BW,-,100,90,0,Y,-,,2026-08-10,,
4734,NA,ABLA,2.4,-,T,2.5,2.4,0,C,1,S,A,S,BW,-,100,90,0,Y,-,,2026-08-10,,
4735,NA,ABLA,3.4,-,T,4.6,4.6,0,C,1,S,A,S,BW,-,100,90,0,Y,-,,2026-08-10,,
4736,NA,ABLA,2.8,-,T,3.2,3.2,0,C,1,S,A,S,,-,100,80,0,N,-,,2026-08-10,,
4737,NA,ABLA,1.7,-,T,1.1,1.2,0,C,1,S,A,S,,-,100,90,0,N,-,burl,2026-08-10,,
4738,NA,ABLA,5.8,5.6,H,6.8,6.6,0,C,1,S,A,S,,-,90,90,0,N,-,,2026-08-10,,
4739,NA,PIEN,16.4,16.8,H,29.2,-,0,T,4,I,A,S,BW,-,90,90,0,Y,-,,2026-08-10,,
4740,NA,ABLA,5.3,5.4,H,7.1,7.9,0,C,1,S,A,S,BW,-,100,90,0,Y,-,,2026-08-10,,
4741,NA,ABLA,2.8,-,T,3.5,3.6,0,C,1,S,A,S,BW,-,100,90,0,Y,-,new tree tagged this census,2026-08-10,,
4742,NA,ABLA,1.7,-,T,1.4,1.4,0,C,1,S,A,S,BW,-,100,90,0,Y,-,,2026-08-10,,
4743,NA,ABLA,5.4,-,T,8.0,-,0,T,1,S,A,S,BW,-,100,90,0,Y,-,,2026-08-10,,
4744,NA,ABLA,1.7,-,T,1.3,1.2,0,T,1,S,A,S,BW,-,100,80,-,Y,-,,2026-08-10,,
4745,NA,ABLA,8.0,8.4,H,8.7,-,0,T,3,I,A,S,BW,-,90,90,0,Y,-,,2026-08-10,,
4746,NA,ABLA,15.3,,,NA,,,,,,Dead,S,,,,,,,,,2026-08-10,,
4747,NA,ABLA,15.1,,,NA,,,,,,Dead,S,,,,,,,,,2026-08-10,,another dead tree to south
4748,NA,ABLA,12.2,,,NA,,,,,,Dead,L,,,,,,20,,,2026-08-10,,
4749,NA,ABLA,18.8,,,NA,,,,,,Dead,S,,,,,,,,,2026-08-10,,shares base with 4750
4750,NA,PIEN,22.2,21.9,H,31.3,-,0,T,4,C,A,S,BW,-,90,70,0,Y,-,shares base with 4749,2026-08-10,,
4751,NA,PIEN,8.2,8.5,T,22.0,-,0,T,1,S,A,S,,7.6,70,80,0,N,-,dead top; leaning,2026-08-10,living_length,"living length has two overlapping handwritten values, used the boxed one (7.6)"
4752,NA,ABLA,2.3,-,T,2.6,2.8,0,T,1,S,A,S,BW,-,100,90,0,N,-,,2026-08-10,,
4753,NA,ABLA,4.3,-,T,6.0,-,0,T,1,S,A,S,BW,-,100,90,0,Y,-,,2026-08-10,,
4754,NA,UNKN,,,,NA,,,,,,Dead,L,,,,,,10,,,2026-08-10,,
4755,NA,UNKN,,,,NA,,,,,,Dead,S,,,,,,,,,2026-08-10,,
4756,NA,ABLA,16.0,,,NA,,,,,,Dead,S,,,,,,,,,2026-08-10,,
4757,NA,ABLA,1.57,-,T,1.8,1.7,0,C,1,S,A,S,BW,-,100,90,0,Y,-,shares base with 4758,2026-08-10,,
4758,NA,ABLA,1.6,-,T,1.7,1.7,0,C,1,S,A,S,,1.2,0,0,0,-,-,dead top; shares base with 4757,2026-08-10,,
4759,NA,PIEN,18.4,17.8,H,45.5,-,0,T,3,C,D,S,,-,6,0,-,-,-,measured under large branch to left of nail,2026-08-10,,
4760,NA,ABLA,2.2,-,T,5.2,5.2,0,C,1,S,A,S,BW,2.1,60,80,0,Y,-,dead top; multiple leaders,2026-08-10,,
4761,NA,ABLA,2.5,-,T,7.1,6.4,0,C,1,S,A,L,,-,60,90,5,Y,1,dead leader; top alive,2026-08-10,,
4762,NA,ABLA,2.6,-,T,4.6,4.4,0,C,1,S,A,L,BW,-,90,80,10,Y,1,leans south,2026-08-10,,
4763,NA,ABLA,2.1,-,T,2.8,2.1,0,T,1,S,OK,S,,-,100,100,0,N,-,,2026-08-10,,
4764,NA,ABLA,3.4,-,T,3.6,3.7,0,C,1,S,A,L,,-,100,90,10,Y,-,,2026-08-10,,
4765,NA,PIEN,26.3,26.5,H,35.5,-,0,T,4,C,A,S,sappy,-,90,80,5,N,-,,2026-08-10,,
4766,NA,PIEN,11.6,,,NA,,,,,,Dead,S,,,,,,,,,2026-08-10,,
4767,NA,PIEN,21.7,21.9,H,34.0,-,0,T,4,C,A,S,BW,-,90,70,0,Y,-,,2026-08-10,,
4768,NA,ABLA,8.9,9.3,H,18.6,-,0,T,1,S,A,S,BW,-,90,90,0,Y,1,2 leaders,2026-08-10,,
4769,NA,ABLA,2.3,-,T,3.0,3.1,0,C,1,S,A,L,BW,-,100,80,10,Y,0,,2026-08-10,,
4770,NA,ABLA,1.9,-,T,2.2,2.2,0,C,1,S,A,S,BW,-,90,80,0,Y,2,,2026-08-10,,
4771,NA,ABLA,3.1,-,T,5.8,-,-0.3,T,1,S,A,L,"BW, 2% red",-,80,90,45,Y,3,leans north; DBH at collar,2026-08-10,,
4772,NA,ABLA,2.7,-,T,3.2,3.3,0,C,1,S,A,S,"BW 2% red",-,100,100,0,Y,-,,2026-08-10,,
4773,NA,ABLA,3.5,-,T,4.0,3.9,0,C,1,S,A,S,BW,-,100,90,0,Y,-,,2026-08-10,,
4774,NA,ABLA,2.9,-,T,4.1,4.3,0,C,1,S,A,L,BW,-,70,90,15,Y,-,,2026-08-10,,
4775,NA,ABLA,2.7,-,T,2.7,2.8,0,C,1,S,A,L,,-,100,100,10,N,-,curvy,2026-08-10,,
4776,NA,ABLA,2.5,-,T,2.7,2.5,0,C,1,S,OK,S,,-,100,100,0,N,-,multiple leaders; shares base w/4775,2026-08-10,,
4777,NA,ABLA,2.3,-,T,2.7,2.8,0,T,1,S,A,S,BW,-,100,90,0,Y,-,2 leaders,2026-08-10,,
4778,NA,PIEN,7.7,7.9,H,20.0,-,0,T,2,S,A,B/S,,-,80,80,0,N,-,broken; tallest point alive,2026-08-10,,
4779,NA,ABLA,25.7,,,NA,,,,,,Dead,S,,,,,,,,,2026-08-10,,
4780,NA,ABLA,3.7,-,T,4.0,4.3,0,C,2,I,A,S,,-,100,90,0,Y,-,bend at base,2026-08-10,,
4781,NA,ABLA,11.8,12.3,H,11.0,-,0,T,2,I,A,S,,-,90,90,0,N,-,,2026-08-10,,
4782,NA,ABLA,3.2,-,T,4.0,4.1,0,C,1,S,A,S,,-,100,90,0,Y,-,,2026-08-10,,
4783,NA,PIEN,26.0,26.4,H,47.7,-,0,T,4,C,A,S,,-,90,80,0,N,-,,2026-08-10,,
4784,NA,PIEN,8.5,8.8,H,13.8,-,0,T,2,I,A,S,,7.6,80,90,0,Y,-,,2026-08-10,,
4785,NA,ABLA,2.5,-,T,3.7,3.4,0,C,1,I,A,S,BW,-,100,90,0,Y,,,2026-08-10,,
4786,NA,ABLA,14.1,,,NA,,,,,,Dead,L,,,,,,10,,,2026-08-10,,
4787,NA,ABLA,3.5,-,T,4.6,4.2,0,C,1,S,A,S,,-,100,90,0,Y,-,,2026-08-10,,
4788,NA,PIEN,19.6,19.8,H,25.3,-,0,T,3,I,A,L,BW,-,100,90,10,Y,-,,2026-08-10,,
4789,NA,PIEN,2.9,-,T,4.2,4.1,0,C,1,S,A,S,BW,-,100,90,0,Y,-,,2026-08-10,,
4790,NA,PIEN,26.5,26.8,H,46.2,-,0,T,5,D,A,S,,-,90,90,0,N,-,,2026-08-10,,
4791,NA,PIEN,3.4,-,T,6.4,5.5,0,T,1,S,A,S,BW,-,100,90,0,Y,-,,2026-08-10,,
4792,NA,PIEN,4.9,-,T,8.0,6.7,0,T,1,S,A,S,BW,-,100,90,0,Y,-,,2026-08-10,,
4793,NA,ABLA,6.9,,,NA,,,,,,Dead,S,,,,,,,,,2026-08-10,,
4794,NA,ABLA,2.4,-,T,2.3,2.3,0,C,1,S,A,S,BW,-,100,90,0,Y,-,new tree tagged this census,2026-08-10,,
4795,NA,ABLA,17.7,,,NA,,,,,,Dead,S,,,,,,,,,2026-08-10,,
4796,NA,ABLA,25.2,25.4,H,37.0,-,0,,4,D,A,S,,-,100,90,0,N,-,height good,2026-08-10,dbh_method,DBH_Method cell appears blank on sheet for this row
4797,NA,UNKN,8.4,,,NA,,,,,,Dead,L,,,,,,20,,,2026-08-10,,
4798,NA,ABLA,2.2,-,T,1.7,1.8,0,C,2,S,A,S,BW,-,100,90,0,N,-,,2026-08-10,,
4799,NA,ABLA,2.2,-,T,1.8,1.9,0,C,2,S,A,S,BW,-,100,90,0,Y,-,,2026-08-10,,
4800,NA,PIEN,22.8,,,NA,,,,,,Dead,S,,,,,,,,,2026-08-10,,
4801,NA,ABLA,22.4,22.6,H,31.5,-,0,T,4,C,A,L,"BW, sappy",-,60,70,5,Y,,,2026-08-10,,
4802,NA,ABLA,16.3,16.5,H,19.2,-,0,T,3,I,A,S,,-,100,90,0,N,2,,2026-08-10,,
4803,NA,PIEN,18.1,18.3,H,24.5,-,0,T,4,I,A,S,,-,100,90,0,N,,,2026-08-10,,
4804,NA,PIEN,21.7,21.9,H,35.1,-,0,T,4,I,A,S,,-,90,90,0,N,-,,2026-08-10,,
4805,NA,PICO,14.8,14.9,H,27.0,-,0,T,2,I,A,S,,0,60,80,0,N,-,broken w/new leader; new tree tagged this census,2026-08-10,,
4806,NA,ABLA,2.5,-,T,3.0,3.1,0,C,1,S,A,S,BW,-,100,90,0,Y,-,new tree tagged this census,2026-08-10,,
4807,NA,ABLA,2.4,-,T,2.6,2.5,0,C,1,S,OK,S,,-,100,100,0,N,-,,2026-08-10,,
4808,NA,ABLA,2.0,-,T,1.7,1.9,0,C,1,S,A,S,BW,-,100,90,0,Y,-,,2026-08-10,,
4809,NA,ABLA,2.3,-,T,2.8,2.8,0,C,2,S,A,S,BW,-,100,90,0,Y,-,,2026-08-10,,
4810,NA,PICO,16.1,16.3,H,28.1,-,0,C,3,I,A,S,2% red,-,90,80,0,Y,-,,2026-08-10,,
4811,NA,ABLA,12.2,12.2,H,14.6,-,0,C,3,I,A,S,,-,70,80,0,N,-,,2026-08-10,,
4812,NA,ABLA,3.4,-,T,4.9,4.8,0,C,1,S,A,S,BW,-,100,90,0,Y,-,,2026-08-10,dbh_hom,DBH_HOM cell has an unclear scribbled value (looked like 0 with stray marks)
4813,NA,ABLA,1.9,-,T,1.7,1.8,0,C,1,S,A,S,BW,-,100,90,0,Y,-,,2026-08-10,,
4814,NA,PIEN,7.9,8.1,H,18.9,-,0,T,3,I,A,S/B,,-,100,80,0,N,-,,2026-08-10,,
4815,NA,ABLA,17.1,17.9,H,23.0,-,0,T,4,I,A,L,,-,90,80,5,N,-,,2026-08-10,,
4816,NA,ABLA,9.5,9.6,H,13.1,-,0,T,2,I,A,S/B,,-,60,80,0,N,1,new leader,2026-08-10,,
4817,NA,PIEN,24.1,24.9,H,29.0,-,0,T,3,C,A,S,,-,80,90,0,N,-,,2026-08-10,,
4818,NA,PIEN,26.4,26.2,H,41.5,-,0,T,4,C,A,S,sappy,-,100,80,0,N,-,,2026-08-10,,
4819,NA,PIEN,21.6,21.9,H,26.6,-,0,T,3,I,A,S,,-,100,90,0,N,-,,2026-08-10,,
4820,NA,ABLA,5.0,-,T,7.0,-,0,T,1,S,A,S,"BW, sappy",-,90,90,0,Y,-,,2026-08-10,,
4821,NA,ABLA,1.9,-,T,1.6,1.7,0,C,1,S,OK,S,,-,100,100,0,N,-,,2026-08-10,,
4822,NA,ABLA,2.1,-,T,2.3,2.4,0,C,1,S,A,S,BW,-,100,80,0,Y,-,,2026-08-10,,
4823,NA,ABLA,1.6,-,T,1.4,1.5,0,C,1,S,A,S,15% red,-,80,80,-,Y,-,"out of sequence uphill from 4454; Geotag ref 4454, dist 0.7m, dir 20 deg",,geotag,"Geotag Ref/Dist/Dir columns not yet mapped into template - folded into Comment; row_date blank, page date ambiguous"
4824,NA,ABLA,1.6,-,T,1.0,1.0,0,C,1,S,A,S,,-,100,90,-,N,N,"out of sequence next to 4523; Geotag ref 4523, dist 1.1m, dir 325 deg",,geotag,"Geotag Ref/Dist/Dir columns not yet mapped into template - folded into Comment"
4825,NA,PIEN,1.6,-,T,1.2,1.2,0,C,1,S,A,S,"BW 5% brown",-,100,90,-,,2,"bent at base; out of sequence; Geotag ref 4513, dist 1.0m, dir 270 deg",,geotag,"Geotag Ref/Dist/Dir columns not yet mapped into template - folded into Comment"
4826,NA,ABLA,1.5,-,T,1.0,0.9,0,C,1,S,A,L,BW,-,100,90,15,Y,-,"above 4533; out of sequence; Geotag ref 4533, dist 2.2m, dir 30 deg",,geotag,"Geotag Ref/Dist/Dir columns not yet mapped into template - folded into Comment"
4827,NA,ABLA,1.5,-,T,1.0,1.0,0,C,1,S,A,S,5% brown,-,100,100,-,Y,-,"next to 4593, out of sequence; Geotag ref 4593, dist 0.4m",,geotag,"Geotag Ref/Dist/Dir columns not yet mapped into template - folded into Comment; Geotag_Dir blank on sheet"
4828,NA,PIEN,1.8,-,T,1.5,1.4,0,C,1,S,A,L,BW,-,80,100,5,Y,1,"next to 4520, out of sequence; Geotag ref 4520, dist 1.8m, dir 10 deg",,geotag,"Geotag Ref/Dist/Dir columns not yet mapped into template - folded into Comment"
4829,NA,PIEN,1.7,-,T,1.5,1.6,0,C,1,S,A,S,,-,100,100,-,N,1,"out of sequence next to 4326; Geotag ref 4323, dist 0.6m, dir 116 deg",,geotag,"Geotag Ref/Dist/Dir columns not yet mapped into template - folded into Comment; tag label vs comment reference (4323 vs 4326) inconsistent - confirm"
4830,NA,ABLA,1.8,-,T,1.3,1.4,0,C,2,S,A,S,BW,-,100,100,-,Y,-,"nearest 4630, out of sequence; Geotag ref 4630, dist 0.9m, dir 260 deg",,geotag,"Geotag Ref/Dist/Dir columns not yet mapped into template - folded into Comment"
4831,NA,ABLA,6.8,-,T,1.8,1.6,0,C,1,S,A,S,BW,-,100,100,-,Y,-,"nearest 4664 out of sequence (maybe 4668?); Geotag ref 4656, dist 0.9m, dir 310 deg",,"height1,geotag","Height1 read as 6.8, unusually tall for this DBH - confirm; Geotag columns folded into Comment"
4832,NA,ABLA,1.6,-,T,1.3,1.3,0,C,1,S,A,S,BW,-,100,100,-,Y,-,"out of sequence; Geotag ref 4658, dist 1.2m, dir 90 deg",,geotag,"Geotag Ref/Dist/Dir columns not yet mapped into template - folded into Comment"
4833,NA,ABLA,1.5,-,T,1.2,1.3,0,C,2,S,A,L,BW,-,100,100,30,Y,-,"out of sequence; Geotag ref 4658, dist 4.6m, dir 100 deg",,geotag,"Geotag Ref/Dist/Dir columns not yet mapped into template - folded into Comment"
4834,NA,ABLA,1.5,-,T,1.1,1.2,0,C,1,S,A,S,"5% yellow BW",-,90,100,-,Y,-,"out of sequence; Geotag ref 4658, dist 3.4m, dir 110 deg",,geotag,"Geotag Ref/Dist/Dir columns not yet mapped into template - folded into Comment"
4835,NA,ABLA,1.5,-,T,1.1,1.1,0,C,2,S,A,S,BW,-,100,100,-,Y,-,"bend at base; Geotag ref 4801, dist 2.8m",,geotag,"Geotag Ref/Dist/Dir columns not yet mapped into template - folded into Comment; Geotag_Dir illegible"
4836,NA,ABLA,1.7,-,T,1.7,1.7,0,C,2,S,A,S,1% yellow,-,100,100,-,Y,-,"bend at base; Geotag ref 4801, dist 2.8m, dir 15 deg",,geotag,"Geotag Ref/Dist/Dir columns not yet mapped into template - folded into Comment"
4837,NA,ABLA,1.6,-,T,1.4,1.6,0,C,1,S,A,L,bw,-,100,90,5,Y,-,"Geotag ref 4585, dist 0.7m, dir 145 deg",,geotag,"Geotag Ref/Dist/Dir columns not yet mapped into template - folded into Comment"
4838,NA,PIEN,1.6,-,T,1.2,1.3,0,C,1,S,OK,S,,-,100,100,-,N,-,"out of sequence next to 4704; Geotag ref 4704, dist 0.4m, dir 300 deg",,geotag,"Geotag Ref/Dist/Dir columns not yet mapped into template - folded into Comment"
4839,NA,ABLA,1.6,-,T,1.1,1.1,0,C,1,S,A,S,"BW 20% yellow",-,100,100,-,Y,-,"2 leaders, out of sequence; Geotag ref 4704, dist 0.4m, dir 338 deg",,geotag,"Geotag Ref/Dist/Dir columns not yet mapped into template - folded into Comment"
4840,NA,ABLA,1.6,-,T,1.2,1.2,0,C,1,S,A,S,BW,-,100,100,-,Y,-,"out of sequence next to 4704; Geotag ref 4704, dist 0.5m, dir 20 deg",,geotag,"Geotag Ref/Dist/Dir columns not yet mapped into template - folded into Comment"
4841,NA,ABLA,1.7,-,T,1.3,1.3,0,C,1,S,A,S,BW,-,100,100,-,Y,-,"out of sequence, upstupslope from 4729; Geotag ref 4729, dist 2.0m, dir 150 deg",,geotag,"Geotag Ref/Dist/Dir columns not yet mapped into template - folded into Comment"
4842,NA,ABLA,1.6,-,T,1.0,0.9,0,C,1,S,A,S,"BW 10% red",-,100,100,-,Y,3,"next to 4738, out of sequence; Geotag ref 4738, dist 0.5m, dir 316 deg",,"wounded_trunk,geotag","Wounded_Trunk symbol unclear (arrow mark, not a number) - confirm; Geotag columns folded into Comment"
4843,NA,ABLA,1.7,-,T,1.0,1.0,0,C,1,S,A,S,BW,-,100,100,-,Y,-,"out of sequence next to 4788; Geotag ref 4788, dist 0.4m, dir 320 deg",,geotag,"Geotag Ref/Dist/Dir columns not yet mapped into template - folded into Comment"
4844,NA,ABLA,1.9,-,T,1.2,1.2,0,C,1,S,A,S,BW,-,100,100,-,Y,-,"out of sequence uphill from 4788; Geotag ref 4788, dist 2.2m, dir 333 deg",,geotag,"Geotag Ref/Dist/Dir columns not yet mapped into template - folded into Comment"
4845,NA,ABLA,1.8,-,T,1.5,1.4,0,C,1,S,A,S,BW,-,100,80,-,Y,-,"out of sequence uphill from 4788; Geotag ref 4788, dist 3.2m, dir 340 deg",,geotag,"Geotag Ref/Dist/Dir columns not yet mapped into template - folded into Comment"
4846,NA,ABLA,1.7,-,T,1.5,1.5,0,C,1,S,A,S,BW,-,100,90,-,Y,-,"out of sequence uphill from 4790; Geotag ref 4790, dist 2.9m, dir 300 deg",,geotag,"Geotag Ref/Dist/Dir columns not yet mapped into template - folded into Comment"
4847,NA,ABLA,1.6,-,T,1.1,1.0,0,C,2,S,A,S,BW,-,100,100,-,Y,-,"out of sequence uphill from 4790, 3 stems; Geotag ref 4790, dist 3.0m, dir 333 deg",,geotag,"Geotag Ref/Dist/Dir columns not yet mapped into template - folded into Comment"
4848,NA,PIEN,1.8,-,T,1.5,1.6,0,C,2,S,A,L,BW,-,100,100,10,Y,-,"out of sequence uphill from 4790, new branch leader on broken tree; Geotag ref 4790, dist 2.0m, dir 20 deg",,geotag,"Geotag Ref/Dist/Dir columns not yet mapped into template - folded into Comment"
4849,NA,PIEN,1.9,-,T,1.4,1.4,0,C,1,S,A,S,BW,-,100,100,-,Y,-,"out of sequence next to 4796; Geotag ref 4796, dist 0.3m, dir 200 deg",,geotag,"Geotag Ref/Dist/Dir columns not yet mapped into template - folded into Comment"
4850,NA,ABLA,1.6,-,T,1.1,1.1,0,C,2,S,A,S,BW,-,100,100,-,Y,-,"out of sequence next to 4796; Geotag ref 4796, dist 0.4m, dir 104 deg",,geotag,"Geotag Ref/Dist/Dir columns not yet mapped into template - folded into Comment"
4851,NA,ABLA,1.7,-,T,1.5,1.4,0,C,2,S,A,L,BW,-,100,100,10,Y,-,"out of sequence uphill from 4801; Geotag ref 4801, dist 1.2m, dir 350 deg",,geotag,"Geotag Ref/Dist/Dir columns not yet mapped into template - folded into Comment"
4852,NA,ABLA,1.9,-,T,1.5,1.5,0,C,1,S,A,L,,-,100,100,20,N,-,"out of sequence near 4801, touching 4800; Geotag ref 4801, dist 0.8m, dir 315 deg",,geotag,"Geotag Ref/Dist/Dir columns not yet mapped into template - folded into Comment"
4853,NA,ABLA,1.5,-,T,1.1,1.1,0,C,2,S,A,S,10% red,-,100,100,-,Y,-,"out of sequence near 4801; Geotag ref 4801, dist 1.17m, dir 300 deg",,geotag,"Geotag Ref/Dist/Dir columns not yet mapped into template - folded into Comment"
4854,NA,ABLA,1.9,-,T,1.2,1.3,0,C,1,S,A,S,BW,-,100,100,-,Y,-,"out of sequence near 4804; Geotag ref 4804, dist 1.4m, dir 265 deg",,geotag,"Geotag Ref/Dist/Dir columns not yet mapped into template - folded into Comment"
4855,NA,ABLA,1.7,-,T,1.2,1.3,0,C,1,S,A,S,BW,-,100,90,-,Y,-,"out of sequence near 4804; Geotag ref 4804, dist 0.9m, dir 260 deg",,geotag,"Geotag Ref/Dist/Dir columns not yet mapped into template - folded into Comment"
